	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
10413	chr7	144966808	144966808	-0.06702775	0.06702775	183154	213224	213224	1	1	TPK1	NM_001042482 NM_001350879 NM_001350880 NM_001350881 NM_001350882 NM_001350883 NM_001350884 NM_001350885 NM_001350886 NM_001350887 NM_001350889 NM_001350893 NM_001350894 NM_001350895 NM_022445 NP_001035947 NP_001337808 NP_001337809 NP_001337810 NP_001337811 NP_001337812 NP_001337813 NP_001337814 NP_001337815 NP_001337816 NP_001337818 NP_001337822 NP_001337823 NP_001337824 NP_071890 NR_146934 NR_146935 NR_146936 XM_005249970 XM_011516031 XM_011516032 XM_011516033 XM_011516034 XM_011516035 XM_011516037 XM_011516039 XM_011516040 XM_011516041 XM_011516043 XM_011516044 XM_011516046 XM_011516047 XM_011516048 XM_011516050 XM_017011969 XM_017011970 XM_017011971 XM_017011972 XM_017011973 XM_017011974 XM_017011975 XM_017011976 XM_017011977 XM_017011978 XM_017011979 XM_017011980 XM_017011981 XM_017011982 XM_017011983 XM_017011984 XM_017011985 XM_017011986 XP_005250027 XP_011514333 XP_011514334 XP_011514335 XP_011514336 XP_011514337 XP_011514339 XP_011514341 XP_011514342 XP_011514343 XP_011514345 XP_011514346 XP_011514348 XP_011514349 XP_011514350 XP_011514352 XP_016867458 XP_016867459 XP_016867460 XP_016867461 XP_016867462 XP_016867463 XP_016867464 XP_016867465 XP_016867466 XP_016867467 XP_016867468 XP_016867469 XP_016867470 XP_016867471 XP_016867472 XP_016867473 XP_016867474 XP_016867475 XR_001744630 XR_927446 XR_927453	upstream	upstream	433662	NA	NA	NA	10	NA	-	384112	NA	27010	24878
10972	chr8	7407308	7407308	-0.067020037	0.067020037	185907	220538	220538	1	1	FAM90A7P	NM_001136572 NR_046343	downstream	downstream	24612	NA	NA	NA	6	NA	-	18260	NA	441317	36327
3902	chr12	4554463	4554463	-0.067004764	0.067004764	43014	303499	303499	1	15	FGF6	NM_020996 NP_066276 XM_017018995 XM_017018996 XP_016874484 XP_016874485	inside exon	inside	317	inside exon	0	1	3	inside transcription region	-	11472	NA	2251	18460
11480	chr8	131773696	131773696	-0.067001461	0.067001461	192894	234730	234730	1	1	ADCY8	NM_001115 NP_001106 XM_005250769 XM_006716501 XM_017013006 XM_017013007 XP_005250826 XP_006716564 XP_016868495 XP_016868496	downstream	downstream	279139	NA	NA	NA	15	NA	-	260288	NA	114	8015
685	chr16	86715152	86715152	0.066996938	0.066996938	79404	388050	388050	1	9	FOXL1	NM_005250 NP_005241	downstream	downstream	103037	NA	NA	NA	1	NA	+	3189	NA	2300	19291
7205	chr20	2308988	2308988	-0.066993531	0.066993531	119290	451280	451280	1	4	TGM3	NM_003245 NP_003236	inside exon	inside	32375	inside exon	0	9	13	inside transcription region	+	45112	NA	7053	56568
4415	chr13	40107878	40107878	-0.066985059	0.066985059	54267	330200	330200	1	4	LHFPL6	NM_005780 NP_005771 XM_011534861 XP_011533163	inside intron	inside	69478	inside intron	67090	2	4	inside transcription region	-	260327	NA	10186	3950
4630	chr13	112786727	112786727	-0.066980098	0.066980098	57411	336829	336829	1	4	SOX1	NM_005986 NP_005977	downstream	downstream	64814	NA	NA	NA	1	NA	+	4107	NA	6656	55052
6355	chr19	31213171	31213171	-0.06697986	0.06697986	98226	437939	437939	1	1	ZNF536	NM_001352260 NM_014717 NP_001339189 NP_055532 XM_011527554 XM_011527555 XM_011527557 XM_011527558 XM_011527560 XM_017027527 XM_017027528 XM_017027529 XM_017027530 XM_017027531 XM_017027532 XM_017027533 XM_017027534 XM_017027535 XM_017027536 XM_017027537 XM_017027538 XM_017027539 XM_017027540 XM_017027541 XM_017027542 XM_017027543 XP_011525856 XP_011525857 XP_011525859 XP_011525860 XP_011525862 XP_016883016 XP_016883017 XP_016883018 XP_016883019 XP_016883020 XP_016883021 XP_016883022 XP_016883023 XP_016883024 XP_016883025 XP_016883026 XP_016883027 XP_016883028 XP_016883029 XP_016883030 XP_016883031 XP_016883032	downstream	downstream	349843	NA	NA	NA	5	NA	+	185637	NA	9745	72456
2706	chr10	14247935	14247935	-0.06696988	0.06696988	21754	252624	252624	1	1	FRMD4A	NM_001318336 NM_001318337 NM_001318338 NM_018027 NP_001305265 NP_001305266 NP_001305267 NP_060497 NR_134578 XM_005252489 XM_005252490 XM_005252495 XM_006717457 XM_006717458 XM_006717459 XM_006717460 XM_006717464 XM_011519539 XM_011519540 XM_011519541 XM_011519543 XM_017016393 XM_017016394 XM_017016395 XM_017016396 XP_005252546 XP_005252547 XP_005252552 XP_006717520 XP_006717521 XP_006717522 XP_006717523 XP_006717527 XP_011517841 XP_011517842 XP_011517843 XP_011517845 XP_016871882 XP_016871883 XP_016871884 XP_016871885	inside intron	inside	256208	inside intron	-108797	3	4	inside transcription region	-	379197	NA	55691	45576
7573	chr22	37768915	37768915	-0.066969298	0.066969298	126457	469589	469589	1	2	ELFN2	NM_052906 NP_443138 NR_110512	inside exon	inside	54590	inside exon	0	3	3	3'UTR	-	59505	NA	114794	8167
2606	chr10	3823790	3823790	-0.066962698	0.066962698	20961	250870	250870	1	11	KLF6	NM_001008490 NM_001160124 NM_001160125 NM_001300 NP_001153596 NP_001153597 NP_001291 NR_027653	inside exon	inside	3683	inside exon	0	2	2	inside transcription region	-	4954	NA	1316	10613
3658	chr11	64358617	64358617	-0.066962659	0.066962659	36235	287689	287689	1	5	SLC22A12	NM_001276326 NM_001276327 NM_144585 NM_153378 NP_001263255 NP_001263256 NP_653186 NP_700357 XM_006718430 XM_006718431 XP_006718493 XP_006718494	inside exon	inside	335	inside exon	0	1	10	5' UTR	+	11543	NA	116085	8522
7750	chr3	27067098	27067098	-0.06695712	0.06695712	129803	84981	84981	1	1	NEK10	NM_001031741 NM_001304384 NM_152534 NM_199347 NP_001026911 NP_001291313 NP_689747 NP_955379 XM_006712997 XM_006712998 XM_006712999 XM_006713001 XM_006713002 XM_011533413 XM_011533414 XM_011533415 XM_017005761 XM_017005762 XM_017005763 XM_017005764 XM_017005765 XM_017005766 XM_017005767 XM_017005768 XM_017005769 XM_017005770 XM_017005771 XM_017005772 XM_017005773 XM_017005774 XP_006713060 XP_006713061 XP_006713062 XP_006713064 XP_006713065 XP_011531715 XP_011531716 XP_011531717 XP_016861250 XP_016861251 XP_016861252 XP_016861253 XP_016861254 XP_016861255 XP_016861256 XP_016861257 XP_016861258 XP_016861259 XP_016861260 XP_016861261 XP_016861262 XP_016861263 XR_001740034	downstream	downstream	190868	NA	NA	NA	17	NA	-	105572	NA	152110	13284
6029	chr18	5896267	5896267	-0.06695239	0.06695239	91334	419779	419779	1	9	TMEM200C	NM_001080209 NP_001073678 XM_005258130 XM_011525729 XP_005258187 XP_011524031	upstream	upstream	4164	NA	NA	NA	1	NA	-	1919	NA	645369	53097
5243	chr15	93975794	93975794	-0.066952321	0.066952321	71025	367947	367947	1	1	RGMA	NM_001166283 NM_001166286 NM_001166287 NM_001166288 NM_001166289 NM_020211 NP_001159755 NP_001159758 NP_001159759 NP_001159760 NP_001159761 NP_064596	upstream	upstream	343351	NA	NA	NA	4	NA	-	45807	NA	56963	47545
266	chr10	72453975	72453975	0.066951562	0.066951562	24923	259232	259232	1	3	ADAMTS14	NM_080722 NM_139155 NP_542453 NP_631894 XM_011539300 XM_011539301 XM_011539302 XM_011539303 XM_011539305 XM_011539306 XM_011539307 XM_011539308 XM_011539309 XP_011537602 XP_011537603 XP_011537604 XP_011537605 XP_011537607 XP_011537608 XP_011537609 XP_011537610 XP_011537611 XR_001747025	inside intron	inside	21416	inside intron	8092	3	22	inside transcription region	+	89636	NA	140766	11549
2823	chr10	44871372	44871372	-0.066947914	0.066947914	23474	256234	256234	1	1	CXCL12	NM_000609 NM_001033886 NM_001178134 NM_001277990 NM_199168 NP_000600 NP_001029058 NP_001171605 NP_001264919 NP_954637 XR_001747171 XR_001747172 XR_001747173 XR_001747174	inside exon	inside	9173	inside exon	0	4	4	3'UTR	-	9230	NA	6387	51843
2783	chr10	36137546	36137546	-0.066947846	0.066947846	23128	255430	255430	1	1	FZD8	NM_031866 NP_114072	upstream	upstream	207184	NA	NA	NA	1	NA	-	3185	NA	8325	63953
3285	chr10	134796061	134796061	-0.066936526	0.066936526	30448	272403	272403	1	2	LINC01168	NR_046231	downstream	downstream	17023	NA	NA	NA	3	NA	+	10963	NA	399829	33760
6256	chr19	8650523	8650523	-0.066931318	0.066931318	95892	431332	431332	1	5	ADAMTS10	NM_001282352 NM_030957 NP_001269281 NP_112219 XM_006722917 XM_017027338 XM_017027339 XM_017027340 XP_006722980 XP_016882827 XP_016882828 XP_016882829 XR_001753770	inside exon	inside	25065	inside exon	0	22	23	inside transcription region	-	25809	NA	81794	63561
8397	chr4	177190321	177190321	-0.066923233	0.066923233	148506	125361	125361	1	5	ASB5	NM_080874 NP_543150 XM_005262759 XM_011531616 XM_011531617 XP_005262816 XP_011529918 XP_011529919	inside exon	inside	52	inside exon	0	1	7	5' UTR	-	55547	NA	140458	11405
4657	chr13	113259983	113259983	-0.066920192	0.066920192	57505	337128	337128	1	2	TUBGCP3	NM_001286277 NM_001286278 NM_001286279 NM_006322 NP_001273206 NP_001273207 NP_001273208 NP_006313 XM_005268293 XM_011537462 XM_011537463 XM_011537464 XM_017020323 XP_005268350 XP_011535764 XP_011535765 XP_011535766 XP_016875812 XR_001749455	upstream	upstream	17502	NA	NA	NA	10	NA	-	40606	NA	10426	4785
303	chr10	118448111	118448111	0.066918401	0.066918401	28568	267308	267308	1	1	HSPA12A	NM_001330164 NM_025015 NP_001317093 NP_079291 XM_005269672 XM_005269673 XM_011539579 XM_011539580 XM_017016032 XP_005269729 XP_005269730 XP_011537881 XP_011537882 XP_016871521	inside intron	inside	161605	inside intron	3750	8	14	inside transcription region	-	179013	NA	259217	23245
5484	chr16	55224133	55224133	-0.066918116	0.066918116	76521	381419	381419	1	1	IRX6	NM_024335 NP_077311 XM_005256137 XP_005256194	upstream	upstream	134338	NA	NA	NA	6	NA	+	6201	NA	79190	60295
1434	chr6	56818479	56818479	0.066915329	0.066915329	166443	174845	174845	1	2	DST	NM_001144769 NM_001144770 NM_001144771 NM_001723 NM_015548 NM_020388 NM_183380 NP_001138241 NP_001138242 NP_001714 NP_056363 NP_899236 XM_005249310 XM_005249315 XM_005249316 XM_005249318 XM_005249319 XM_005249320 XM_005249322 XM_005249323 XM_005249324 XM_011514824 XM_011514825 XM_011514826 XM_017011205 XM_017011206 XM_017011207 XM_017011208 XM_017011209 XM_017011210 XM_017011211 XM_017011212 XM_017011213 XM_017011214 XM_017011215 XM_017011216 XM_017011217 XM_017011218 XM_017011219 XM_017011220 XM_017011221 XM_017011222 XM_017011223 XM_017011224 XM_017011225 XP_005249367 XP_005249372 XP_005249373 XP_005249375 XP_005249376 XP_005249377 XP_005249379 XP_005249380 XP_005249381 XP_011513126 XP_011513127 XP_011513128 XP_016866694 XP_016866695 XP_016866696 XP_016866697 XP_016866698 XP_016866699 XP_016866700 XP_016866701 XP_016866702 XP_016866703 XP_016866704 XP_016866705 XP_016866706 XP_016866707 XP_016866708 XP_016866709 XP_016866710 XP_016866711 XP_016866712 XP_016866713 XP_016866714	inside intron	inside	947	inside intron	103	2	97	inside transcription region	-	496641	NA	667	55084
5115	chr15	37171175	37171175	-0.066910372	0.066910372	65868	356718	356718	1	7	LOC145845	NM_001101327 NR_024264	inside intron	inside	7559	inside intron	787	4	7	inside transcription region	-	22090	NA	145845	12080
522	chr13	47197058	47197058	0.066904087	0.066904087	54789	331251	331251	1	1	LRCH1	NM_001164211 NM_001164213 NM_015116 NP_001157683 NP_001157685 NP_055931 XM_017020483 XM_017020484 XP_016875972 XP_016875973 XR_001749525	inside intron	inside	69762	inside intron	27277	2	19	inside transcription region	+	199879	NA	23143	19806
6313	chr19	16012049	16012049	-0.066894007	0.066894007	97143	434995	434995	1	1	CYP4F2	NM_001082 NP_001073	upstream	upstream	3165	NA	NA	NA	7	NA	-	12150	NA	8529	66780
1226	chr4	54957484	54957484	0.066889003	0.066889003	143751	115556	115556	1	6	PDGFRA	NM_001347827 NM_001347828 NM_001347829 NM_001347830 NM_006206 NP_001334756 NP_001334757 NP_001334758 NP_001334759 NP_006197 XM_005265743 XM_006714039 XM_006714041 XM_011534385 XM_017008280 XM_017008281 XM_017008282 XP_005265800 XP_006714102 XP_006714104 XP_011532687 XP_016863769 XP_016863770 XP_016863771	inside intron	inside	713664	inside intron	183607	13	24	inside transcription region	+	920592	NA	5156	40385
788	chr17	79897974	79897974	0.066885354	0.066885354	90680	417643	417643	1	1	MYADML2	NM_001145113 NP_001138585	inside exon	inside	7135	inside exon	0	3	3	3'UTR	-	7588	NA	255275	22385
293	chr10	111767379	111767379	0.06688306	0.06688306	28094	266327	266327	1	12	ADD3	NM_001121 NM_001320591 NM_001320592 NM_001320593 NM_001320594 NM_016824 NM_019903 NP_001112 NP_001307520 NP_001307521 NP_001307522 NP_001307523 NP_058432 NP_063968	inside intron	inside	1600	inside intron	-1473	1	15	5' UTR	+	129544	NA	120	9086
5776	chr17	37381475	37381475	-0.066882308	0.066882308	84994	402605	402605	1	14	STAC2	NM_001351360 NM_198993 NP_001338289 NP_945344 XM_017024580 XM_017024581 XM_017024582 XM_017024583 XP_016880069 XP_016880070 XP_016880071 XP_016880072	inside intron	inside	565	inside intron	190	1	11	5' UTR	-	15251	NA	342667	30701
6729	chr2	21664657	21664657	-0.066877877	0.066877877	104633	50884	50884	1	1	LINC01822	NR_038837	downstream	downstream	268867	NA	NA	NA	3	NA	-	23218	NA	645949	53175
3349	chr10	135267355	135267355	-0.066875371	0.066875371	30683	273338	273338	1	4	SCART1	NM_001033584 NR_002934 NR_149718	promoter	promoter	77	NA	NA	NA	11	NA	+	14521	NA	619207	51230
9039	chr5	166745042	166745042	-0.066873916	0.066873916	158561	147494	147494	1	1	TENM2	NM_001080428 NM_001122679 NP_001073897 NP_001116151 XM_005265950 XM_005265952 XM_006714897 XM_011534604 XM_017009660 XM_017009661 XM_017009662 XM_017009663 XM_017009664 XM_017009665 XM_017009666 XM_017009667 XM_017009668 XM_017009669 XP_005266007 XP_005266009 XP_006714960 XP_011532906 XP_016865149 XP_016865150 XP_016865151 XP_016865152 XP_016865153 XP_016865154 XP_016865155 XP_016865156 XP_016865157 XP_016865158	inside intron	inside	33199	inside intron	-32973	1	29	inside transcription region	+	979319	NA	57451	48536
4088	chr12	111598328	111598328	-0.066866971	0.066866971	49936	319304	319304	1	1	CUX2	NM_015267 NP_056082 XM_011538061 XM_011538063 XM_011538069 XM_011538070 XM_017019080 XM_017019081 XP_011536363 XP_011536365 XP_011536371 XP_011536372 XP_016874569 XP_016874570	inside intron	inside	61007	inside intron	53675	3	8	inside transcription region	+	195892	NA	23316	20503
6304	chr19	15832571	15832571	-0.06686512	0.06686512	97115	434943	434943	1	1	OR10H2	NM_013939 NP_039227	upstream	upstream	6263	NA	NA	NA	1	NA	+	1028	NA	26538	24456
8744	chr5	4101491	4101491	-0.066849894	0.066849894	150356	130190	130190	1	6	IRX1	NM_024337 NP_077313 XM_017009845 XP_016865334	downstream	downstream	505323	NA	NA	NA	4	NA	+	5349	NA	79192	60298
168	chr1	178545287	178545287	0.066847328	0.066847328	15085	35937	35937	1	1	C1orf220	NM_207467 NR_033186	downstream	downstream	33356	NA	NA	NA	3	NA	+	6093	NA	400798	33933
11146	chr8	25901017	25901017	-0.066842172	0.066842172	187467	223763	223763	1	29	EBF2	NM_022659 NP_073150	inside intron	inside	1623	inside intron	1227	1	6	inside transcription region	-	13674	NA	64641	53250
11456	chr8	107526473	107526473	-0.066837915	0.066837915	191703	232641	232641	1	1	OXR1	NM_001198532 NM_001198533 NM_001198534 NM_001198535 NM_018002 NM_181354 NP_001185461 NP_001185462 NP_001185463 NP_001185464 NP_060472 NP_851999 XM_006716595 XM_017013589 XM_017013590 XM_017013591 XM_017013592 XM_017013593 XM_017013594 XM_017013595 XM_017013596 XM_017013597 XM_017013598 XM_017013599 XM_017013600 XP_006716658 XP_016869078 XP_016869079 XP_016869080 XP_016869081 XP_016869082 XP_016869083 XP_016869084 XP_016869085 XP_016869086 XP_016869087 XP_016869088 XP_016869089 XR_001745546 XR_001745547 XR_001745548	inside intron	inside	66321	inside intron	4697	2	16	inside transcription region	+	304769	NA	55074	43800
11784	chr9	138143162	138143162	-0.066834987	0.066834987	199711	247412	247412	1	1	LOC401557	NR_046107	downstream	downstream	69707	NA	NA	NA	3	NA	+	5697	NA	401557	34203
2703	chr10	14146672	14146672	-0.066834114	0.066834114	21748	252614	252614	1	1	FRMD4A	NM_001318336 NM_001318337 NM_001318338 NM_018027 NP_001305265 NP_001305266 NP_001305267 NP_060497 NR_134578 XM_005252489 XM_005252490 XM_005252495 XM_006717457 XM_006717458 XM_006717459 XM_006717460 XM_006717464 XM_011519539 XM_011519540 XM_011519541 XM_011519543 XM_017016393 XM_017016394 XM_017016395 XM_017016396 XP_005252546 XP_005252547 XP_005252552 XP_006717520 XP_006717521 XP_006717522 XP_006717523 XP_006717527 XP_011517841 XP_011517842 XP_011517843 XP_011517845 XP_016871882 XP_016871883 XP_016871884 XP_016871885	inside intron	inside	357471	inside intron	-7534	3	4	inside transcription region	-	379197	NA	55691	45576
10534	chr7	155896389	155896389	-0.066833096	0.066833096	184217	215868	215868	1	1	SHH	NM_000193 NM_001310462 NP_000184 NP_001297391 NR_132318 NR_132319 XM_011516479 XM_011516480 XP_011514781 XP_011514782	upstream	upstream	291422	NA	NA	NA	3	NA	-	9409	NA	6469	53305
1139	chr3	66549732	66549732	0.066824979	0.066824979	133028	92153	92153	1	1	LRIG1	NM_015541 NP_056356 XM_011533578 XM_011533579 XM_017006134 XM_017006135 XM_017006136 XP_011531880 XP_011531881 XP_016861623 XP_016861624 XP_016861625	inside intron	inside	1113	inside intron	881	1	20	inside transcription region	-	121624	NA	26018	23566
6986	chr2	147289516	147289516	-0.066816627	0.066816627	112482	67374	67374	1	1	PABPC1P2	NR_026904	upstream	upstream	55109	NA	NA	NA	1	NA	+	3933	NA	728773	57687
7074	chr2	209271383	209271383	-0.066814585	0.066814585	115745	74124	74124	1	10	PTH2R	NM_001309516 NM_005048 NP_001296445 NP_005039	inside intron	inside	46814	inside intron	21542	2	13	inside transcription region	+	134662	NA	5746	48566
4752	chr14	37056458	37056458	-0.066807512	0.066807512	59170	341816	341816	1	1	NKX2-8	NM_014360 NP_055175	upstream	upstream	4672	NA	NA	NA	2	NA	-	2570	NA	26257	24161
10902	chr8	1619861	1619861	-0.066806683	0.066806683	185457	219452	219452	1	1	DLGAP2	NM_001277161 NM_001346810 NM_004745 NP_001264090 NP_001333739 NP_004736 NR_073397	inside intron	inside	170329	inside intron	-3016	6	11	inside transcription region	+	207110	NA	9228	70097
11372	chr8	85686184	85686184	-0.066795161	0.066795161	190488	230203	230203	1	1	RALYL	NM_001100391 NM_001100392 NM_001100393 NM_001287243 NM_001287244 NM_001354305 NM_001354306 NM_001354307 NM_001354308 NM_001354309 NM_001354310 NM_001354311 NM_001354312 NM_001354313 NM_001354314 NM_001354315 NM_001354316 NM_001354317 NM_001354318 NM_001354319 NM_001354320 NM_001354321 NM_001354322 NM_001354323 NM_001354325 NM_173848 NP_001093861 NP_001093862 NP_001093863 NP_001274172 NP_001274173 NP_001341234 NP_001341235 NP_001341236 NP_001341237 NP_001341238 NP_001341239 NP_001341240 NP_001341241 NP_001341242 NP_001341243 NP_001341244 NP_001341245 NP_001341246 NP_001341247 NP_001341248 NP_001341249 NP_001341250 NP_001341251 NP_001341252 NP_001341254 NP_776247 XM_011517462 XM_017013058 XM_017013059 XM_017013060 XM_017013061 XM_017013062 XM_017013063 XM_017013064 XM_017013065 XM_017013066 XM_017013067 XM_017013068 XM_017013069 XM_017013070 XM_017013071 XM_017013072 XM_017013073 XM_017013074 XM_017013075 XM_017013076 XM_017013077 XM_017013078 XM_017013079 XM_017013080 XM_017013081 XM_017013082 XM_017013083 XM_017013084 XM_017013085 XM_017013086 XM_017013087 XP_011515764 XP_016868547 XP_016868548 XP_016868549 XP_016868550 XP_016868551 XP_016868552 XP_016868553 XP_016868554 XP_016868555 XP_016868556 XP_016868557 XP_016868558 XP_016868559 XP_016868560 XP_016868561 XP_016868562 XP_016868563 XP_016868564 XP_016868565 XP_016868566 XP_016868567 XP_016868568 XP_016868569 XP_016868570 XP_016868571 XP_016868572 XP_016868573 XP_016868574 XP_016868575 XP_016868576	inside intron	inside	68022	inside intron	629	2	8	inside transcription region	+	215916	NA	138046	11125
10190	chr7	38598910	38598910	-0.066794414	0.066794414	176162	198085	198085	1	1	AMPH	NM_001635 NM_139316 NP_001626 NP_647477 XM_006715689 XM_006715690 XM_006715691 XM_011515271 XM_017011995 XM_017011996 XP_006715752 XP_006715753 XP_006715754 XP_011513573 XP_016867484 XP_016867485	inside intron	inside	72257	inside intron	-24298	2	20	inside transcription region	-	247870	NA	273	25437
7434	chr21	31869431	31869431	-0.066786816	0.066786816	123156	461716	461716	1	2	KRTAP19-4	NM_181610 NP_853641	promoter	promoter	3	NA	NA	NA	1	NA	-	254	NA	337971	30141
182	chr1	201665422	201665422	0.066785553	0.066785553	16226	38198	38198	1	1	NAV1	NM_001167738 NM_020443 NP_001161210 NP_065176 XM_006711609 XM_006711610 XM_006711611 XM_011510097 XM_011510098 XM_011510099 XM_011510100 XM_011510101 XM_011510102 XM_017002751 XM_017002752 XM_017002753 XM_017002754 XP_006711672 XP_006711673 XP_006711674 XP_011508399 XP_011508400 XP_011508401 XP_011508402 XP_011508403 XP_011508404 XP_016858240 XP_016858241 XP_016858242 XP_016858243	inside intron	inside	47972	inside intron	16522	2	30	inside transcription region	+	178652	NA	89796	68474
4690	chr14	21423769	21423769	-0.066778299	0.066778299	58236	339439	339439	1	4	RNASE2	NM_002934 NP_002925	inside intron	inside	139	inside intron	-73	1	2	5' UTR	+	964	NA	6036	50719
8622	chr5	2018326	2018326	-0.066772353	0.066772353	150137	129583	129583	1	1	IRX4	NM_001278632 NM_001278633 NM_001278634 NM_001278635 NM_016358 NP_001265561 NP_001265562 NP_001265563 NP_001265564 NP_057442	upstream	upstream	131033	NA	NA	NA	6	NA	-	9752	NA	50805	38694
